MCH.Merchant Name,FIN.Transaction Amount,FIN.Transaction Date
LOWES #00734*,1736.91,6/23/2009
ADVANCE AUTO PARTS #81,4.02,6/23/2009
PARKING & TRANS SERVIC,4160,6/23/2009
MARGOLIS NURSERY,200,6/22/2009
THE HOME DEPOT 2721,6.52,6/22/2009
TURFGRASS INC,1292.36,6/22/2009
RUBBER STAMPS UNLTD,29.7,6/22/2009
ANDERSON PAINT COMPANY,67.31,6/22/2009
AMAZON.COM,79.15,6/22/2009
RITE AID STORE 4510Q05,34.04,6/22/2009
STADIUM HARDWARE,28.98,6/22/2009
USPS 2524950107 QQQ,9.9,6/22/2009
BRIDGEWATER TIRE CO. I,26.24,6/20/2009
GFS MKTPLC #0868,117.78,6/20/2009
GFS MKTPLC #0868,102.68,6/20/2009
STADIUM HARDWARE,15.91,6/19/2009
NAPA AUTO PARTS,89.08,6/19/2009
UNIVERSITY DIRECTORIES,1410,6/19/2009
PEN*FIRE ENGINEERING,29.95,6/19/2009
PEN*FIRE ENGINEERING,29.95,6/19/2009
PEN*FIRE ENGINEERING,29.95,6/19/2009
PEN*FIRE ENGINEERING,29.95,6/19/2009
STADIUM HARDWARE,74.97,6/19/2009
SHIMADZU SCIENTIFIC,338.14,6/19/2009
BEST WESTERN INN,-125.98,6/19/2009
BEST WESTERN INN,-188.97,6/19/2009
LOWES #00734*,19.94,6/19/2009
MICHAELS #2108,79.9,6/19/2009
FIRST AID SUPPLIES ONL,165.04,6/19/2009
FIRST AID SUPPLIES ONL,169,6/19/2009
WALGREENS #5842 Q03,11.8,6/19/2009
HAPPELENTER,189.97,6/19/2009
MARATHON OIL 156711Q96,734,6/19/2009
DIUBLE EQUIPMENT INC,74.7,6/19/2009
LOWES #01750*,289.67,6/19/2009
ELECTRIC TOOL,299.95,6/19/2009
LOWES #00734*,5.98,6/19/2009
FERGUSON ENT#933,39.5,6/19/2009
MEIJER INC #173 Q01,70.57,6/19/2009
FASTENAL CO-RETAIL,28.44,6/19/2009
NEPTUNE BENSON INC,87.2,6/19/2009
DOMINOS PIZZA #1109,38.64,6/19/2009
FISHER SCI HUS,316.29,6/18/2009
LOWES #00734*,63.47,6/18/2009
STADIUM HARDWARE,57.87,6/18/2009
ARBOR BREWING COMPANY,63.18,6/18/2009
VOGEL'S LOCK & SAFE,19.8,6/18/2009
TABLEDRAPES.COM,510,6/18/2009
SYLVAN STUDIO,213.65,6/18/2009
ZINGERMANBAKEHOUSEINC,121.3,6/18/2009
STATE OF MI BRANCH 109,5.1,6/18/2009
BUSCH'S #1035,29.88,6/18/2009
SUPERIOR PLAY LLC,59.3,6/18/2009
WW GRAINGER,122.88,6/18/2009
LOWES #00734*,17.12,6/18/2009
CARPENTER BROS HAR,93.41,6/18/2009
ONSRUD CUTTER LP,96.25,6/18/2009
WOLVERINE SUPPLY CO.,15.9,6/18/2009
TRACTOR-SUPPLY-CO #053,84.76,6/18/2009
WW GRAINGER,34.9,6/18/2009
GOTTS TRANSIT MIX INC,380.25,6/18/2009
CRYSTAL MTN LODGING,297,6/18/2009
STADIUM HARDWARE,34.32,6/18/2009
MOOSEJAW ANN ARBOR,73.57,6/18/2009
THE HOME DEPOT 2721,26.39,6/18/2009
REAL SEAFOOD CO,55.05,6/18/2009
LOWES #00734*,27.36,6/18/2009
LOWES #01750*,43.54,6/18/2009
PAESANO'S RESTAURANT,19.43,6/17/2009
ENGLISH GARDENS ANN AR,8.77,6/17/2009
KMART 4105,6.25,6/17/2009
KMART 4105,6.24,6/17/2009
MEIJER INC #027 Q01,189.75,6/17/2009
INTUIT *18004INTUIT,225,6/17/2009
THE ANDERSON #42,12.67,6/17/2009
NWA AIR 01221811453506,563.2,6/17/2009
ACE BARNES HARDWARE,11.77,6/17/2009
JOHN DEERE LANDSCAPES,34.79,6/17/2009
WW GRAINGER,7.56,6/17/2009
STADIUM HARDWARE,25.06,6/17/2009
CARPENTER BROS HAR,76.26,6/17/2009
WOLVERINE SUPPLY CO.,300.96,6/17/2009
TRACTOR-SUPPLY-CO #053,157.96,6/17/2009
WOLVERINE RENTAL AND S,38,6/17/2009
WW GRAINGER,6.82,6/17/2009
WOLVERINE SUPPLY CO.,114.96,6/17/2009
MEIJER INC #027 Q01,6.78,6/17/2009
CAROLINA BIOLOGICAL SU,98.66,6/17/2009
CARPENTER BROS HAR,23.85,6/17/2009
COTTAGE INN PIZZA WASH,55.98,6/17/2009
LOWES #00734*,62.06,6/17/2009
VOGEL'S LOCK & SAFE,9.3,6/17/2009
IMLA,99,6/17/2009
ORB I337NR,260.15,6/17/2009
ORB XNFYX8,302.79,6/17/2009
DELTA 00674479267265,534.4,6/17/2009
NWA AIR 01274479269755,534.4,6/17/2009
AVIAT INC,156.25,6/17/2009
STADIUM HARDWARE,88.43,6/16/2009
ACE BARNES HARDWARE,11.98,6/16/2009
THE HOME DEPOT 2721,699.34,6/16/2009
TURFGRASS INC,57,6/16/2009
TURFGRASS INC,470,6/16/2009
RECYCLE ANN ARBOR DOS,3.5,6/16/2009
KROGER #605,14.83,6/16/2009
KOOLIT COOLERS,154.26,6/16/2009
CARPENTER BROS HAR,30.57,6/16/2009
JOHN E REID & ASSOC IN,420,6/16/2009
LOWES #00734*,-156.1,6/16/2009
USPS 25997695520402QPS,1.39,6/16/2009
CARPENTER BROS HAR,30.01,6/16/2009
NAPA AUTO PARTS,143.31,6/16/2009
JOHN DEERE LANDSCAPES,34.79,6/16/2009
SCHOOL TECH INC,109,6/16/2009
TRACTOR-SUPPLY-CO #053,99.95,6/16/2009
SHUTTERSTOCK.COM,-169,6/16/2009
SHUTTERSTOCK.COM,224,6/16/2009
GFS MKTPLC #0868,377.97,6/16/2009
TRADER JOE'S #678,7.98,6/16/2009
KNUTSONS RECREATIONAL,93.75,6/16/2009
ANNARBORWELDINGSUPPLYC,10.91,6/16/2009
LOWES #00734*,178.43,6/16/2009
LOWES #00734*,170.84,6/16/2009
ATT*BUS PHONE PMT,578.32,6/16/2009
CARPENTER BROS HAR,45.1,6/15/2009
MEIJER INC #173 Q01,28.64,6/15/2009
MEIJER INC #173 Q01,28.65,6/15/2009
JOHN DEERE LANDSCAPES,83.02,6/15/2009
JACK'S HARDWARE 08,34.78,6/15/2009
JACK'S HARDWARE 08,20.15,6/15/2009
SUNNY OIL QPS,25.05,6/15/2009
MEIJER INC #173 Q01,76.13,6/15/2009
LOWES #01750*,232.94,6/15/2009
THE HOME DEPOT 2721,38.94,6/15/2009
AUTOMATIONDIRECT COM I,247.25,6/15/2009
AUTOMATIONDIRECT COM I,7.06,6/15/2009
SWIMOUTLET.COM,277.76,6/15/2009
KROGER #790,10.97,6/15/2009
PARCEL PLUS,20.3,6/15/2009
GFS MKTPLC #0868,76.97,6/15/2009
GFS MKTPLC #0868,134.19,6/15/2009
MEIJER INC #173 Q01,27.5,6/15/2009
THE ANDERSONS #41,4.26,6/13/2009
LOWES #00734*,156.1,6/13/2009
ZINGERMANS COFFEE CO L,161.18,6/13/2009
CABELA'S RETAIL DUNDEE,129.99,6/13/2009
TURFGRASS INC,74,6/12/2009
CARPENTER BROS HAR,69.21,6/12/2009
BUSCH'S #1048,30.98,6/12/2009
NARRATOR TRACKS INC,299,6/12/2009
CANON USA FSC NJ,426.5,6/12/2009
VOGEL'S LOCK & SAFE,11.25,6/12/2009
THE HOME DEPOT 2721,33.81,6/12/2009
COTTAGE INN PIZZA PACK,58.47,6/12/2009
WOLVERINE SUPPLY CO.,-608,6/12/2009
WOLVERINE SUPPLY CO.,3.04,6/12/2009
MEIJER INC #173 Q01,47.29,6/12/2009
ANN ARBOR WELDING SUPP,19.72,6/12/2009
FEDEX 865244473353,17.17,6/12/2009
KROGER #790,13.53,6/12/2009
STADIUM HARDWARE,14.99,6/11/2009
CARPENTER BROS HAR,54.7,6/11/2009
SAMSCLUB #6667,257.81,6/11/2009
GFS MKTPLC #0868,88.19,6/11/2009
MEIJER INC #027 Q01,78.95,6/11/2009
GFS MKTPLC #0868,162.15,6/11/2009
ZINGERMANBAKEHOUSEINC,122.3,6/11/2009
THE HOME DEPOT 2721,28.79,6/11/2009
DIONEX CORPORATION,64.2,6/11/2009
STAR NURSERY INC. #E51,77.89,6/11/2009
LESCO SC 0583,440,6/11/2009
THE HOME DEPOT 2721,137.38,6/11/2009
FINGERLE LUMBER CO SAL,55.2,6/11/2009
LOWES #00734*,4.98,6/11/2009
WOLVERINE SUPPLY CO.,1259.1,6/11/2009
GOLDEN RULE CREATIONS,85,6/11/2009
THE SCRAP BOX,36,6/11/2009
ALRO STEEL CORPORATION,40.39,6/11/2009
ALRO STEEL CORPORATION,6.94,6/11/2009
FERGUSON ENT#933,-132.18,6/11/2009
JUST INSTALLATIONS,40,6/10/2009
JUST INSTALLATIONS,120,6/10/2009
AKA*ADOLF KIEFER ASSOC,114.39,6/10/2009
FINGERLE LUMBER CO SAL,47.25,6/10/2009
ZINGERMANS COFFEE CO L,137.5,6/10/2009
BENDING BRANCHES/AQUA-,190,6/10/2009
GREENBACK DOLLAR STORE,36,6/10/2009
CARPENTER BROS HAR,45.88,6/10/2009
RECYCLE CLEAR 00 OF 00,867.5,6/10/2009
KIRK KEY INTERLOCK CO,29.44,6/10/2009
TRACY GRAPHICS,123.12,6/10/2009
TRACY GRAPHICS,116.64,6/10/2009
TRACY GRAPHICS,103.68,6/10/2009
TRACY GRAPHICS,110.16,6/10/2009
TRACY GRAPHICS,116.64,6/10/2009
TRACY GRAPHICS,77.76,6/10/2009
FERGUSON ENT#933,218.34,6/10/2009
STADIUM HARDWARE,2.79,6/9/2009
FORESTRY SUPPLIERS,22.15,6/9/2009
WWW.NEWEGG.COM,60.12,6/9/2009
LOWES #00734*,80.52,6/9/2009
BRUEGGERS #147,67.93,6/9/2009
BUSCH'S #1035,23.85,6/9/2009
LOWES #00734*,639.26,6/9/2009
FERGUSON ENT#933,319.92,6/9/2009
TRADER JOE'S #678,84.5,6/9/2009
BEST BUY MHT 00004085,119.99,6/9/2009
DRI*NUANCE,107.98,6/9/2009
ROCKFORD SYSTEMS INC,342,6/9/2009
MEIJER INC #173 Q01,71.96,6/9/2009
STADIUM HARDWARE,6.98,6/8/2009
STADIUM HARDWARE,8.99,6/8/2009
NAPA AUTO PARTS,81.72,6/8/2009
PROPERTY DISPOSITION #,40,6/8/2009
LESCO SC 0583,183.33,6/8/2009
LARRY'S MOWER SHOP INC,14.8,6/8/2009
STADIUM HARDWARE,9.51,6/8/2009
STADIUM HARDWARE,10.79,6/8/2009
TURFGRASS INC,655,6/8/2009
LOWES #01750*,553.44,6/8/2009
LOWES #01750*,767.33,6/8/2009
COMMERCIAL BUILDING MA,112.13,6/8/2009
KMART 4105,23.58,6/8/2009
LOWES #01750*,56.98,6/8/2009
HARBOR FREIGHT TOOLS 1,269.98,6/8/2009
LANDSENDBUSINESS,132.3,6/6/2009
BUSTERS WEST,15.9,6/6/2009
STADIUM HARDWARE,3.99,6/5/2009
STADIUM HARDWARE,23.98,6/5/2009
WOLVERINE SUPPLY CO.,314.7,6/5/2009
J DAVIS MARKING LLC,953.25,6/5/2009
TURFGRASS INC.,155,6/5/2009
JONES&BARTLETT PUB LLC,177.14,6/5/2009
MICHAELS #2108,54.33,6/5/2009
OFFICE MAX,63.57,6/5/2009
ANN ARBOR DRIVE SHAFT,236.54,6/5/2009
TANNER SUPPLY,595,6/5/2009
DEXTER MILL,61.45,6/5/2009
NAPA AUTO PARTS,434.95,6/5/2009
LOWES #00734*,249,6/5/2009
RADIOSHACK COR00163303,-14.97,6/5/2009
CORRIGAN OIL CO NO 2,82.27,6/5/2009
CORRIGAN OIL CO NO 2,451.92,6/5/2009
SEARS ROEBUCK 1390,15.99,6/5/2009
GFS MKTPLC #0868,75.98,6/5/2009
MEIJER INC #027 Q01,19.34,6/5/2009
STAPLES 00115642,168.76,6/5/2009
STADIUM HARDWARE,37.43,6/4/2009
FIRESTOREONLINE.COM IN,357.69,6/4/2009
KOLOSSOS PRINTING INC,7.89,6/4/2009
MARRIOTT RESORT MYRTLE,873.12,6/4/2009
THE SCRAP BOX,12.75,6/4/2009
ZINGERMANBAKEHOUSEINC,121.2,6/4/2009
OTIS SPUNKMEYER INC.,126.84,6/4/2009
COMMERCIAL BUILDING MA,52.48,6/4/2009
TRACTOR-SUPPLY-CO #053,35.97,6/4/2009
J E MYLES INC,8.08,6/4/2009
MAYNARD BATTERY,131.38,6/4/2009
LOWES #01750*,15.78,6/4/2009
STADIUM HARDWARE,40,6/4/2009
MCCALLY TOOL AND SUPPL,129.25,6/4/2009
BATTERIES PLUS #389,39.99,6/4/2009
RADIOSHACK COR00163303,14.97,6/4/2009
VOGEL'S LOCK & SAFE,24.3,6/3/2009
SWIMOUTLET.COM,70.89,6/3/2009
MAYNARD BATTERY,104.97,6/3/2009
NAPA AUTO PARTS,20.9,6/3/2009
VOGEL'S LOCK & SAFE,29.7,6/3/2009
RADIONIC INDUSTRIES IN,67.4,6/3/2009
ARBOR SPRINGS WATER CO,28.75,6/3/2009
IMLA,575,6/3/2009
STADIUM HARDWARE,6.98,6/3/2009
STADIUM HARDWARE,89.2,6/3/2009
NWA AIR 01221805947553,155.01,6/3/2009
NWA AIR 01221805947542,155.01,6/3/2009
ZINGERMANS COFFEE CO L,80.35,6/3/2009
RECREONICS,303.26,6/3/2009
OREILLY AUTO 00033290,99.96,6/3/2009
JIMMY JOHN'S # 30 - MO,197.58,6/3/2009
FERGUSON ENT#933,26.51,6/3/2009
STADIUM HARDWARE,6.99,6/3/2009
STADIUM HARDWARE,11.53,6/2/2009
PAPA JOHNS #2975,54.67,6/2/2009
INDIANA MEMORIAL UNION,124,6/2/2009
USPS 2524950107 QQQ,27.7,6/2/2009
TARGET 00006346,79.66,6/2/2009
SF STRONG INC,104.88,6/2/2009
INDIANA MEMORIAL UNION,262.49,6/2/2009
JOHN M. ELLSWORTH CO I,32.56,6/2/2009
KROGER #790,22.52,6/2/2009
MOST DEPENDABLE FOUNTA,1415,6/2/2009
ANSI,45,6/2/2009
LOWES #01750*,15.52,6/2/2009
RADIOSHACK COR00163303,75.97,6/2/2009
THE HOME DEPOT 2721,368,6/2/2009
COURT SERVICES,20,6/2/2009
RADIOSHACK COR00163303,5.98,6/1/2009
NWA AIR 01274322556883,351.2,6/1/2009
ONLINE BATTERIES,106,6/1/2009
SPARTAN DISTRIBUTORS,138.06,6/1/2009
DOMINO'S PIZZA #2557,18.83,6/1/2009
FERGUSON ENT#933,340.56,6/1/2009
ANDERSON PAINT COMPANY,10.74,6/1/2009
STADIUM HARDWARE,23.57,6/1/2009
TRACTOR-SUPPLY-CO #053,69.98,6/1/2009
LINK-PIPE INC,873,6/1/2009
HOUSE OF HUNAN,16.25,5/31/2009
HILTON HOTELS DISNEY,625.52,5/30/2009
DIUBLE EQUIPMENT INC,37.53,5/30/2009
PILOT 00000232,55.07,5/30/2009
GFS MKTPLC #0868,7.45,5/30/2009
PITNEY BOWES RENTAL,32.99,5/29/2009
SHELL OIL 574416104QPS,31.55,5/29/2009
THE LIFEGUARD STORE,106.75,5/29/2009
CHICK-FIL-A FC10153QPS,6.69,5/29/2009
NWA AIR 01225005682656,15,5/29/2009
DISPLAYS 2 GO,235.32,5/29/2009
FASTENAL CO-RETAIL,49.6,5/29/2009
LOWES #00734*,200.31,5/29/2009
TRACTOR-SUPPLY-CO #053,79.98,5/29/2009
MCCALLY TOOL AND SUPPL,29.5,5/29/2009
RADIOSHACK COR00163303,117.58,5/29/2009
INT'L CODE COUNCIL INC,60,5/29/2009
FRED PRYOR SEMINARS,297,5/29/2009
KROGER #472,6.7,5/28/2009
ENGLISH GARDENS ANN AR,-42.39,5/28/2009
USPS 2524950107 QQQ,27.7,5/28/2009
KROGER #605,7.98,5/28/2009
ZINGERMANBAKEHOUSEINC,120.2,5/28/2009
BLACK ANGUS STEAKHOUSE,14.1,5/28/2009
CAMPING WORLD #15,26.91,5/28/2009
TURFGRASS INC,231.07,5/28/2009
TURFGRASS INC,55.5,5/28/2009
STADIUM HARDWARE,106.99,5/28/2009
STADIUM HARDWARE,22.98,5/28/2009
LOWES #00734*,586,5/28/2009
ANDERSON PAINT COMPANY,45.27,5/28/2009
KROGER #689,7.37,5/28/2009
COURT SERVICES,2,5/28/2009
15TH JUDICIAL DISTRICT,20,5/28/2009
ELEVATORKEY.COM,387.2,5/28/2009
WW GRAINGER,11.88,5/28/2009
SEARS ROEBUCK 1390,399.99,5/28/2009
ROCKFORD SYSTEMS INC,331.71,5/28/2009
USPS 2524950106 QQQ,88.4,5/28/2009
AIDANT FIRE PROTECTION,146.61,5/28/2009
CARPENTER BROS HAR,-3.54,5/27/2009
USPS 2524950107 QQQ,135.34,5/27/2009
KROGER #605,38.63,5/27/2009
PEOPLE'S FOOD COOP,53.47,5/27/2009
KNUTSONS RECREATIONAL,93.75,5/27/2009
ZINGERMANS COFFEE CO L,127.6,5/27/2009
THE HOME DEPOT 2721,27.33,5/27/2009
AWDIRECT 1013512202,779.28,5/27/2009
CARPENTER BROS HAR,9.78,5/27/2009
FERGUSON ENT#933,33.2,5/27/2009
LOWES #01750*,91.88,5/27/2009
STADIUM HARDWARE,69.99,5/27/2009
STADIUM HARDWARE,34.97,5/27/2009
AIRGAS GR LAKES,61.14,5/27/2009
STATE DEQ WTLND PERMIT,-100,5/27/2009
STAPLES 00115642,33.97,5/27/2009
MASTER TECH APPLIANCE,74.5,5/27/2009
THE HOME DEPOT 2721,23.82,5/26/2009
MEIJER INC #032 Q01,14.99,5/26/2009
ENGLISH GARDENS ANN AR,43.38,5/26/2009
KMART 4105,-19.07,5/26/2009
CARPENTER BROS HAR,52.17,5/26/2009
DETROIT HITCH,44.6,5/26/2009
FERGUSON ENT#933,74.07,5/26/2009
XLIBRIS CORP,25.59,5/26/2009
WATER ENVIRONMENT FEDT,675,5/26/2009
NAPA AUTO PARTS,16.62,5/26/2009
WOLVERINE SUPPLY CO.,25.08,5/26/2009
MICHIGAN CAT CORPORATI,669.12,5/26/2009
STADIUM HARDWARE,17.99,5/26/2009
STADIUM HARDWARE,5.87,5/26/2009
PARKING & TRANS SERVIC,52.28,5/26/2009
WASHTENAW CTY RGSTR DE,15,5/26/2009
BLACK ANGUS STEAKHOUSE,14.1,5/25/2009
MEARS TRANS. AIRPORT,33,5/24/2009
NWA AIR 01225003818033,15,5/24/2009
G.I. SURPLUS WAYNE,40,5/24/2009
UPS*1Z006AT59099326037,10.23,5/24/2009
BENMEDS*1013505468,196.07,5/23/2009
GFS MKTPLC #0868,57.54,5/23/2009
GFS MKTPLC #0868,37.69,5/23/2009
GFS MKTPLC #0868,-3.45,5/23/2009
ACE BARNES HARDWARE,2.24,5/22/2009
WOLVERINE SUPPLY CO.,352.68,5/22/2009
COURT SERVICES,20,5/22/2009
PC *RUSH.COM,383.76,5/22/2009
SHANTY CRK RESORT & CL,136.94,5/22/2009
SHANTY CRK RESORT & CL,256.91,5/22/2009
SHANTY CRK RESORT & CL,236.9,5/22/2009
KMART 4105,63.92,5/22/2009
SCHOOL TECH INC,31.8,5/22/2009
DEXTER MILL,91.43,5/22/2009
J E MYLES INC,370.62,5/22/2009
DETROIT HITCH,102.4,5/22/2009
LOWES #00734*,127.11,5/22/2009
LOWES #00734*,388,5/22/2009
FINGERLE LUMBER CO SAL,6.53,5/22/2009
FINGERLE LUMBER CO SAL,130,5/22/2009
MEIJER INC #027 Q01,2.86,5/22/2009
COLEPARMER 00106013,410.34,5/22/2009
FEDEX KINKO'S #0842,9.75,5/22/2009
MCGRAW-HILL E-COMMERCE,47.81,5/22/2009
MAYNARD BATTERY,67.17,5/22/2009
LOWES #01750*,19.98,5/22/2009
CARPENTER BROS HAR,49.77,5/21/2009
WASHTENAW CTY RGSTR DE,10,5/21/2009
GRAND HOTEL,610.35,5/21/2009
ENTERPRISE RENT-A-CAR,321.12,5/21/2009
ARBOR BREWING COMPANY,90.32,5/21/2009
ORT SOLUTIONS,105.95,5/21/2009
SHANTY CRK RESORT & CL,136.94,5/21/2009
LOWES #01750*,133.98,5/21/2009
ZINGERMANBAKEHOUSEINC,77.2,5/21/2009
GE-DRUCK,1088.86,5/21/2009
JOHN DEERE LANDSCAPES,85.53,5/21/2009
STADIUM HARDWARE,78.49,5/21/2009
LOWES #00734*,78.89,5/21/2009
SF STRONG INC,1100,5/21/2009
LOWES #00734*,120.92,5/21/2009
ENGINEERSUPPLY COM,394.72,5/21/2009
MEIJER INC #72 Q01,27.53,5/21/2009
ACE BARNES HARDWARE,16.32,5/20/2009
ACE BARNES HARDWARE,6.24,5/20/2009
STADIUM HARDWARE,23.76,5/20/2009
CARPENTER BROS HAR,83,5/20/2009
LESCO SC 4044,472.09,5/20/2009
WASHTENAW CTY RGSTR DE,92,5/20/2009
PAESANO'S RESTAURANT,19.11,5/20/2009
MICHIGAN MUNICIPLE LEA,110,5/20/2009
ENGLISH GARDENS ANN AR,17.45,5/20/2009
BLUESTONE PERENNIALS,199.12,5/20/2009
DISCOUNT FILING,37.47,5/20/2009
PACKARD AMOCO QPS,17.01,5/20/2009
THE HOME DEPOT 2721,190.53,5/20/2009
SF STRONG INC,51.58,5/20/2009
DEXTER MILL,17.5,5/20/2009
MATCO TOOLS,7.58,5/20/2009
FEDEX 865244473364,17,5/20/2009
SWIMOUTLET.COM,244.74,5/20/2009
LOWES #00734*,352.79,5/20/2009
MICHIGAN MUNICIPLE LEA,260,5/20/2009
WASHTENAW CTY RGSTR DE,17,5/20/2009
IKEA CANTON,127.44,5/20/2009
MEIJER INC #054 Q01,27.93,5/20/2009
KMART 4105,33.75,5/19/2009
KMART 4105,31.84,5/19/2009
KMART 4105,20.28,5/19/2009
KMART 4105,-33.75,5/19/2009
KMART 4105,-2.43,5/19/2009
RUBBER STAMPS UNLTD,185.62,5/19/2009
THE ORIGINAL COTTAGE I,449.94,5/19/2009
MAIN ST AMOCO QPS,10,5/19/2009
DEXTER MILL,170.9,5/19/2009
CVS PHARMACY #8006 Q03,12.08,5/19/2009
MEIJER INC #027 Q01,44.64,5/19/2009
CLASS ON DEMAND,67.32,5/19/2009
FERGUSON ENT#933,53.64,5/19/2009
LOWES #00734*,185.45,5/19/2009
STADIUM HARDWARE,57.78,5/19/2009
SHUTTERSTOCK.COM,229,5/19/2009
THE MICHIGAN WATER ENV,235,5/19/2009
SWIMOUTLET.COM,91.79,5/19/2009
SYX*GLOBALINDUSTRIALEQ,278.33,5/19/2009
SUNDANCE GRILL,23.77,5/19/2009
TELERIK,1299,5/19/2009
STADIUM HARDWARE,24.87,5/18/2009
TURFGRASS INC,213.2,5/18/2009
WASHTENAW CTY RGSTR DE,68,5/18/2009
AHMOS GYROS AND DELI,50.95,5/18/2009
DEXTER MILL,6.67,5/18/2009
DEXTER MILL,21.17,5/18/2009
INTUIT *18004INTUIT,225,5/18/2009
STADIUM HARDWARE,61.47,5/18/2009
ACE BARNES HARDWARE,22.99,5/18/2009
GENCO BOOT SHOP,159,5/18/2009
LOWES #00734*,175.84,5/18/2009
LOWES #00734*,44.74,5/18/2009
JOHN DEERE LANDSCAPES,142.28,5/18/2009
SF STRONG INC,455.69,5/18/2009
SUB CHV CAD SAAB HUM,73.5,5/18/2009
DEXTER MILL,30,5/18/2009
SPARTAN DISTRIBUTORS,82.61,5/18/2009
KIRK KEY INTERLOCK CO,29.25,5/18/2009
SWIMOUTLET.COM,469.49,5/18/2009
STADIUM HARDWARE,47.92,5/17/2009
BEST BUY MHT 00004085,303.96,5/17/2009
CVS PHARMACY #8088 Q03,14.94,5/17/2009
KROGER #605,28.29,5/16/2009
DOWNTOWN HOME & GARDEN,127.12,5/16/2009
KROGER #688,10,5/16/2009
WASHTENAW DAIRY,83,5/16/2009
G.I. SURPLUS WAYNE,100,5/16/2009
LARRY'S MOWER SHOP INC,514.97,5/15/2009
VWR INTERNATIONAL INC,16.66,5/15/2009
VWR INTERNATIONAL INC,16.67,5/15/2009
VWR INTERNATIONAL INC,110.61,5/15/2009
VWR INTERNATIONAL INC,110.62,5/15/2009
DISCOUNT FILING,37.47,5/15/2009
USPS 2524950107 QQQ,44.6,5/15/2009
MOUNTAINWEST MANUFACTU,380.1,5/15/2009
CARPENTER BROS HAR,4.99,5/15/2009
THE LIFEGUARD STORE,613,5/15/2009
ACE BARNES HARDWARE IN,40.21,5/15/2009
GFS MKTPLC #0868,96.09,5/15/2009
STADIUM TROPHY,41,5/15/2009
VETERANS PARK,1,5/15/2009
VETERANS PARK,-1,5/15/2009
TARGET 00006346,20.12,5/15/2009
GFS MKTPLC #0868,61.53,5/15/2009
OTHER WORLD COMPUTING,16.7,5/15/2009
ACE BARNES HARDWARE,59.57,5/15/2009
LOWES #00734*,44.97,5/15/2009
LOWES #00734*,35.96,5/15/2009
ARBOR FARMS MARKET,42.41,5/15/2009
PEOPLE'S FOOD COOP,43.5,5/15/2009
SAMS CLUB,62.16,5/15/2009
BLINDS TO GO #502,1198.73,5/15/2009
MITCHELL HOME MEDICAL,82.2,5/15/2009
OFFICE MAX,-19.69,5/15/2009
AMWAY GRAND PLAZA HOTE,140.26,5/15/2009
FINGERLE LUMBER CO SAL,88.35,5/14/2009
OMNI HOTELS F/B,15.99,5/14/2009
OMNI HOTELS F/B,5.41,5/14/2009
OMNI HOTELS F/B,3.25,5/14/2009
ZINGERMANBAKEHOUSEINC,62.2,5/14/2009
SAMSCLUB #6667,42.27,5/14/2009
DIAMONDGLASS&FEINER,36.69,5/14/2009
TARGET 00006346,123.82,5/14/2009
MICHAELS #2108,34.63,5/14/2009
STADIUM HARDWARE,17.49,5/14/2009
STADIUM HARDWARE,24.01,5/14/2009
KROGER #688,13.81,5/14/2009
ARBOR FARMS MARKET,33.18,5/14/2009
SAMS CLUB,263.13,5/14/2009
MEIJER INC #027 Q01,3.49,5/14/2009
BLOCKS STAND AND GREEN,6.93,5/14/2009
WOLVERINE TRACTOR AND,111.5,5/14/2009
AMERICAN WATERWORKS,165,5/14/2009
LOWES #00734*,67.92,5/14/2009
OFFICE MAX,50.78,5/14/2009
LOUIS BENTON STEAKHOUS,80,5/14/2009
TURFGRASS INC,257.5,5/13/2009
ZEE MEDICAL CO07355QPS,247.19,5/13/2009
SHIMADZU SCIENTIFIC,118.72,5/13/2009
USPS 2524950107 QQQ,160.66,5/13/2009
THE GRILL AT BROOSTER,21.63,5/13/2009
OMNI HOTELS F/B,3.25,5/13/2009
ZINGERMANS COFFEE CO L,108.35,5/13/2009
BOULLION SALES INC,101.11,5/13/2009
NWA AIR 01221798071212,436.2,5/13/2009
NAPA AUTO PARTS,87.92,5/13/2009
JOHN DEERE LANDSCAPES,106.91,5/13/2009
GFS MKTPLC #0868,165.4,5/13/2009
LOWES #00734*,9.02,5/13/2009
LOWES #00734*,25.9,5/13/2009
STADIUM HARDWARE,33.99,5/13/2009
KROGER #689,46.96,5/13/2009
PARTY AMERICA,90.85,5/13/2009
E Z UP DIRECT COM LLC,322.74,5/13/2009
GFS MKTPLC #0868,133.97,5/13/2009
STADIUM HARDWARE,20.19,5/12/2009
LOWES #00734*,256.35,5/12/2009
TRI TURF,686.8,5/12/2009
ARBOR VACUUM AND SMALL,109.75,5/12/2009
AMERICAN MEADOWS INC,56.8,5/12/2009
THETRAININGCO,600,5/12/2009
CHILIS TOO 2W 20510723,15,5/12/2009
THE GRILL AT BROOSTER,8.65,5/12/2009
POOLCENTER.COM,81.43,5/12/2009
WOLVERINE RENTAL AND S,11.6,5/12/2009
LESCO SC 0583,144.9,5/12/2009
STADIUM HARDWARE,38.98,5/12/2009
THE HOME DEPOT 2721,102.03,5/12/2009
THE HOME DEPOT 2721,18.29,5/12/2009
SIEMENS BLDG TECHPL MI,740,5/12/2009
KNUTSONS RECREATIONAL,92.75,5/12/2009
